seller_type,seller_age_days,total_completed_tasks,seller_trust_score,task_type,is_duplicate_screenshot,completion_duration,timing_risk_score,std_dev,seller_average,z_score,population_score,timing_consistency_score,validity_score,logical_behavior_flag,final_behavior_risk_score,repetitive_behavior_flag,device_seller_count,ip_seller_count,device_sharing_score,ip_reuse_score,automation_score,device_risk_score,fraud_label
beginner,57,14,46,Like,0,11.44,13,108.05,15.41,-0.04,0.18,3.39,0,0,3.57,0,1,1,0,0,0,0,0
experienced,319,456,72,Follow,0,33.48,3,80.29,38.12,-0.06,0.29,8.94,0,0,9.23,0,1,3,0,12,0,12,0
beginner,24,45,70,Comment,0,179.86,4,93.45,137.61,0.45,2.24,6.31,0,0,8.55,0,1,2,0,6,0,6,0
experienced,94,645,81,Follow,0,15.97,5,47.61,11.54,0.09,0.46,15.48,0,0,15.93,0,1,3,0,12,0,12,0
experienced,278,980,75,Like,0,17.86,4,71.62,19.42,-0.02,0.11,10.68,0,0,10.78,0,1,2,0,6,0,6,0
beginner,41,69,44,Follow,0,62.18,8,77.21,67.52,-0.07,0.34,9.56,0,0,9.9,0,1,3,0,12,0,12,0
experienced,126,650,79,Like,0,30.61,3,34.17,25.1,0.16,0.78,18.17,0,0,18.95,0,3,3,24,12,0,36,0
power,801,9405,100,Like,0,15.95,7,32.43,11.82,0.12,0.62,18.51,0,0,19.13,0,4,3,36,12,0,48,0
beginner,48,30,54,Comment,0,104.96,5,112.46,102.33,0.02,0.12,2.51,0,0,2.62,0,1,3,0,12,0,12,0
beginner,15,75,49,Follow,0,63.72,1,74.19,52.33,0.15,0.76,10.16,0,0,10.92,0,2,1,12,0,0,12,0
power,1106,9904,96,Follow,0,14.22,6,26.51,12.29,0.07,0.35,19.7,0,0,20.05,0,1,1,0,0,5,5,0
experienced,101,344,71,Comment,0,62.0,4,17.86,80.83,-1.0,4.99,21.43,0,0,26.42,0,1,3,0,12,5,17,0
experienced,317,399,66,Like,0,24.05,5,75.13,29.62,-0.07,0.37,9.97,0,0,10.34,0,1,1,0,0,0,0,0
beginner,28,26,44,Comment,0,188.18,2,52.29,182.65,0.1,0.52,14.54,0,0,15.06,0,2,2,12,6,0,18,0
beginner,37,91,57,Like,0,29.76,6,34.55,36.82,-0.2,0.99,18.09,0,0,19.08,0,1,3,0,12,0,12,0
new,3,6,48,Follow,0,131.44,8,99.09,104.99,0.26,1.32,5.18,0,0,6.5,0,2,1,12,0,0,12,0
new,6,7,27,Comment,0,72.19,2,28.48,92.09,-0.67,3.37,19.3,0,0,22.68,0,3,4,24,18,0,42,0
experienced,245,630,84,Comment,0,101.76,12,41.64,96.22,0.13,0.65,16.67,0,0,17.32,0,2,1,12,0,0,12,0
experienced,323,702,77,Comment,0,88.82,14,116.58,100.82,-0.1,0.51,1.68,0,0,2.19,0,2,3,12,12,0,24,0
new,8,0,36,Comment,0,304.38,8,118.66,327.94,-0.2,0.98,1.27,0,0,2.25,0,1,2,0,6,0,6,0
experienced,274,703,78,Follow,0,34.54,1,35.08,33.26,0.04,0.18,17.98,0,0,18.16,0,1,2,0,6,5,11,0
experienced,268,613,82,Like,0,36.47,7,100.48,43.34,-0.07,0.34,4.9,0,0,5.24,0,2,1,12,0,0,12,0
fraud,98,117,28,Like,0,7.17,13,148.36,7.05,0.0,0.0,0.0,0,0,0.0,0,5,2,48,6,20,74,1
experienced,187,920,89,Comment,0,38.31,1,55.78,27.92,0.18,0.91,13.84,0,0,14.76,0,1,1,0,0,0,0,0
beginner,35,57,40,Comment,0,47.79,3,105.69,45.2,0.02,0.12,3.86,0,0,3.98,0,2,4,12,18,5,35,0
new,9,8,24,Like,0,43.75,0,53.84,52.39,-0.16,0.79,14.23,0,0,15.02,0,2,2,12,6,0,18,0
power,377,3771,94,Like,0,8.82,15,30.89,8.21,0.02,0.1,18.82,0,0,18.92,0,1,1,0,0,0,0,0
experienced,176,685,78,Follow,1,38.22,2,64.6,29.99,0.13,0.63,12.08,0,0,12.71,0,2,1,12,0,0,12,0
experienced,206,760,74,Follow,0,31.56,0,37.05,37.03,-0.14,0.72,17.59,0,0,18.31,0,2,1,12,0,5,17,0
power,1083,11819,90,Comment,0,65.15,2,34.71,72.29,-0.2,1.0,18.06,0,0,19.06,0,2,2,12,6,0,18,0
fraud,17,944,46,Comment,1,40.31,5,95.52,46.11,-0.06,0.3,5.9,0,0,6.2,0,4,8,36,42,50,128,1
experienced,291,678,88,Follow,1,41.67,8,46.91,46.61,-0.1,0.52,15.62,0,0,16.13,0,2,1,12,0,0,12,0
power,1158,8186,86,Like,0,7.14,24,19.19,5.63,0.07,0.37,21.16,0,0,21.54,0,1,1,0,0,0,0,0
beginner,54,28,66,Follow,0,49.6,0,81.85,45.81,0.05,0.23,8.63,0,0,8.86,0,1,3,0,12,0,12,0
experienced,291,907,69,Comment,0,46.58,5,37.74,39.39,0.19,0.93,17.45,0,0,18.38,0,1,3,0,12,0,12,0
beginner,31,19,64,Follow,0,91.47,8,43.33,85.04,0.15,0.73,16.33,0,0,17.06,0,1,3,0,12,0,12,0
new,6,9,38,Comment,0,227.6,4,35.42,212.66,0.41,2.05,17.92,0,0,19.97,0,1,2,0,6,0,6,0
new,10,4,24,Comment,0,308.18,3,27.8,249.13,2.05,10.25,19.44,0,0,29.69,0,2,4,12,18,0,30,0
new,5,7,38,Like,0,66.16,3,40.09,88.76,-0.55,2.75,16.98,0,0,19.73,0,4,3,36,12,0,48,0
new,5,10,29,Like,0,57.07,18,40.12,44.84,0.3,1.49,16.98,0,0,18.46,0,2,1,12,0,0,12,0
fraud,38,181,57,Follow,1,7.94,8,104.89,9.62,-0.02,0.08,4.02,0,0,4.1,0,9,12,96,66,50,212,1
power,610,4173,94,Follow,0,32.08,8,10.95,39.13,-0.59,2.95,22.81,0,0,25.76,0,2,3,12,12,0,24,0
beginner,19,91,59,Follow,0,81.17,21,37.55,108.21,-0.7,3.51,17.49,0,0,21.0,0,2,3,12,12,5,29,0
beginner,27,18,58,Follow,0,34.45,8,57.25,47.26,-0.22,1.1,13.55,0,0,14.65,0,4,3,36,12,5,53,0
fraud,386,949,39,Comment,0,57.5,6,112.71,80.41,-0.2,1.01,2.46,0,0,3.47,0,4,4,36,18,20,74,1
new,9,0,40,Follow,0,99.57,8,35.33,91.6,0.22,1.1,17.93,0,0,19.03,0,1,1,0,0,0,0,0
beginner,39,66,62,Comment,0,104.89,0,31.38,81.56,0.72,3.6,18.72,0,0,22.33,0,1,3,0,12,0,12,0
power,1120,12306,84,Follow,0,26.17,5,21.68,35.56,-0.41,2.07,20.66,0,0,22.73,0,2,2,12,6,0,18,0
beginner,52,66,41,Follow,0,67.65,7,67.19,50.23,0.26,1.28,11.56,0,0,12.84,0,2,2,12,6,0,18,0
experienced,152,193,66,Comment,0,39.52,8,44.05,44.59,-0.11,0.56,16.19,0,0,16.75,0,1,3,0,12,0,12,0
new,9,5,35,Follow,0,81.93,1,46.1,58.34,0.5,2.5,15.78,0,0,18.28,0,1,1,0,0,0,0,0
experienced,172,100,71,Like,0,8.89,9,34.05,9.08,-0.01,0.03,18.19,0,0,18.22,0,1,2,0,6,5,11,0
power,1334,1439,96,Comment,0,70.8,6,25.45,92.06,-0.8,4.02,19.91,0,0,23.93,0,1,2,0,6,0,6,0
new,6,8,21,Comment,0,270.08,7,102.0,225.39,0.43,2.17,4.6,0,0,6.77,0,1,2,0,6,0,6,0
beginner,37,40,63,Follow,0,22.1,1,23.11,29.45,-0.3,1.52,20.38,0,0,21.9,0,2,1,12,0,0,12,0
new,6,5,29,Like,0,88.11,5,76.97,109.19,-0.27,1.35,9.61,0,0,10.96,0,2,4,12,18,5,35,0
experienced,304,901,89,Like,0,8.67,17,68.35,9.3,-0.01,0.05,11.33,0,0,11.37,0,2,2,12,6,0,18,0
power,804,10008,82,Like,0,16.57,13,17.45,16.16,0.02,0.11,21.51,0,0,21.62,0,2,3,12,12,5,29,0
experienced,69,412,89,Comment,0,84.41,7,119.5,96.96,-0.1,0.52,1.1,0,0,1.62,0,2,1,12,0,0,12,0
fraud,299,402,28,Follow,0,3.51,27,100.68,2.86,0.01,0.03,4.86,0,0,4.9,0,10,9,108,48,10,166,1
new,14,10,33,Follow,0,24.55,21,89.06,30.12,-0.06,0.31,7.19,0,0,7.5,0,1,2,0,6,5,11,0
experienced,84,122,72,Comment,0,92.65,2,116.58,92.11,0.0,0.02,1.68,0,0,1.71,0,1,1,0,0,0,0,0
beginner,33,97,62,Follow,0,47.07,2,94.81,41.61,0.06,0.29,6.04,0,0,6.32,0,2,6,12,30,0,42,0
new,8,8,23,Like,0,70.48,2,107.5,81.94,-0.11,0.53,3.5,0,0,4.03,0,2,1,12,0,5,17,0
new,15,2,34,Comment,0,78.11,1,62.08,74.54,0.06,0.28,12.58,0,0,12.87,0,3,7,24,36,5,65,0
beginner,17,54,69,Follow,0,17.71,6,69.38,16.76,0.01,0.07,11.12,0,0,11.19,0,2,3,12,12,5,29,0
power,336,5466,94,Like,0,17.98,6,24.59,18.47,-0.02,0.1,20.08,0,0,20.18,0,2,1,12,0,0,12,0
beginner,25,90,66,Like,0,15.61,1,98.75,15.32,0.0,0.01,5.25,0,0,5.26,0,1,1,0,0,5,5,0
new,12,8,41,Like,0,23.73,4,53.5,30.75,-0.13,0.64,14.3,0,0,14.94,0,3,6,24,30,0,54,0
experienced,131,465,75,Follow,0,25.69,0,104.94,25.2,0.0,0.02,4.01,0,0,4.04,0,1,2,0,6,0,6,0
experienced,107,409,70,Like,0,18.8,9,23.9,25.95,-0.29,1.44,20.22,0,0,21.66,0,1,3,0,12,0,12,0
experienced,227,797,77,Comment,0,34.64,4,37.84,27.69,0.18,0.89,17.43,0,0,18.33,0,1,1,0,0,0,0,0
experienced,132,892,84,Like,0,16.81,2,77.81,17.68,-0.01,0.06,9.44,0,0,9.49,0,2,7,12,36,0,48,0
experienced,250,487,89,Like,0,30.4,0,61.08,24.35,0.1,0.49,12.78,0,0,13.27,0,1,1,0,0,0,0,0
experienced,102,602,87,Comment,0,122.89,8,108.0,139.16,-0.15,0.75,3.4,0,0,4.15,0,1,2,0,6,0,6,0
beginner,33,35,68,Comment,0,126.04,2,93.52,155.83,-0.32,1.58,6.3,0,0,7.87,0,2,1,12,0,0,12,0
experienced,300,415,90,Comment,0,118.5,7,26.37,143.23,-0.9,4.52,19.73,0,0,24.24,0,2,2,12,6,0,18,0
power,926,14420,83,Comment,0,78.22,6,29.87,62.43,0.51,2.56,19.03,0,0,21.58,0,1,3,0,12,0,12,0
new,4,2,49,Like,0,13.61,0,31.67,15.26,-0.05,0.25,18.67,0,0,18.92,0,1,1,0,0,0,0,0
experienced,319,340,82,Follow,0,46.79,7,80.66,34.28,0.15,0.77,8.87,0,0,9.63,0,2,1,12,0,0,12,0
experienced,199,116,73,Comment,0,118.64,4,104.33,114.37,0.04,0.2,4.13,0,0,4.34,0,2,1,12,0,0,12,0
beginner,24,45,62,Follow,0,57.91,7,102.71,53.52,0.04,0.21,4.46,0,0,4.67,0,2,2,12,6,5,23,0
beginner,59,51,69,Comment,0,132.07,3,74.07,160.7,-0.38,1.91,10.19,0,0,12.09,0,2,1,12,0,0,12,0
experienced,312,405,83,Follow,0,45.6,7,35.56,48.39,-0.08,0.38,17.89,0,0,18.27,0,2,1,12,0,0,12,0
beginner,48,66,63,Like,0,26.93,4,119.42,19.11,0.06,0.32,1.12,0,0,1.44,0,1,3,0,12,5,17,0
experienced,284,868,78,Follow,0,11.87,7,109.02,12.59,-0.01,0.03,3.2,0,0,3.23,0,1,3,0,12,0,12,0
beginner,48,14,66,Like,0,48.91,6,47.05,47.23,0.03,0.17,15.59,0,0,15.77,0,1,1,0,0,0,0,0
power,255,4350,83,Like,0,16.89,6,31.08,19.27,-0.07,0.37,18.78,0,0,19.16,0,2,5,12,24,5,41,0
power,1471,8173,82,Comment,0,62.59,6,19.28,74.42,-0.58,2.91,21.14,0,0,24.06,0,1,2,0,6,0,6,0
new,10,9,32,Like,0,71.88,7,76.01,78.73,-0.09,0.44,9.8,0,0,10.24,0,3,6,24,30,0,54,0
new,6,1,22,Comment,0,124.92,6,17.71,92.26,1.75,8.73,21.46,0,0,30.19,0,1,2,0,6,0,6,0
beginner,15,96,40,Like,0,40.81,0,106.8,41.62,-0.01,0.04,3.64,0,0,3.68,0,4,8,36,42,0,78,0
fraud,16,708,25,Comment,1,10.38,13,121.47,8.68,0.01,0.07,0.71,0,0,0.77,0,1,10,0,54,0,54,1
experienced,109,503,90,Follow,0,40.16,13,66.16,46.57,-0.1,0.48,11.77,0,0,12.25,0,1,1,0,0,0,0,0
beginner,36,13,59,Comment,0,176.82,4,74.03,142.04,0.46,2.32,10.19,0,0,12.51,0,1,1,0,0,0,0,0
beginner,15,53,53,Like,0,53.37,11,115.74,60.81,-0.06,0.32,1.85,0,0,2.17,0,1,1,0,0,5,5,0
beginner,53,34,43,Follow,0,57.91,1,54.09,54.92,0.05,0.27,14.18,0,0,14.45,0,2,3,12,12,0,24,0
new,7,0,41,Like,0,31.64,5,83.41,29.06,0.03,0.15,8.32,0,0,8.47,0,3,6,24,30,0,54,0
power,749,8955,97,Comment,0,22.98,0,16.01,30.83,-0.46,2.31,21.8,0,0,24.11,0,3,5,24,24,0,48,0
experienced,92,931,81,Follow,0,37.12,0,34.84,34.14,0.08,0.42,18.03,0,0,18.45,0,1,3,0,12,0,12,0
new,10,2,25,Comment,0,259.91,7,46.04,341.57,-1.74,8.68,15.79,0,0,24.47,0,2,1,12,0,5,17,0
fraud,107,686,26,Follow,0,6.13,14,144.21,8.25,-0.01,0.07,0.0,0,0,0.07,0,4,1,36,0,35,71,1
beginner,19,24,64,Follow,0,53.65,4,92.05,44.94,0.09,0.47,6.59,0,0,7.06,0,1,3,0,12,0,12,0
beginner,52,70,69,Like,0,28.5,2,41.4,30.18,-0.04,0.2,16.72,0,0,16.92,0,1,1,0,0,0,0,0
beginner,55,10,40,Like,0,53.23,1,65.94,42.41,0.16,0.81,11.81,0,0,12.62,0,2,1,12,0,5,17,0
beginner,30,22,44,Like,0,22.92,7,87.39,23.58,-0.01,0.04,7.52,0,0,7.56,0,1,2,0,6,0,6,0
experienced,309,705,80,Like,1,9.32,8,54.06,11.15,-0.03,0.17,14.19,0,0,14.35,0,2,1,12,0,0,12,0
beginner,30,66,46,Comment,0,66.44,4,76.14,52.39,0.18,0.91,9.77,0,0,10.68,0,1,2,0,6,0,6,0
experienced,341,823,73,Comment,0,53.64,14,51.8,69.33,-0.3,1.49,14.64,0,0,16.13,0,2,4,12,18,0,30,0
experienced,283,667,88,Follow,0,25.59,7,18.34,18.26,0.38,1.9,21.33,0,0,23.23,0,2,2,12,6,5,23,0
new,6,3,35,Like,0,16.05,5,103.27,13.12,0.03,0.14,4.35,0,0,4.49,0,2,3,12,12,5,29,0
beginner,17,82,51,Follow,0,42.24,8,41.89,47.26,-0.12,0.59,16.62,0,0,17.21,0,2,2,12,6,0,18,0
experienced,164,989,89,Like,0,26.53,11,61.62,18.62,0.13,0.63,12.68,0,0,13.31,0,2,3,12,12,5,29,0
beginner,52,19,41,Like,0,31.09,5,62.76,36.27,-0.08,0.41,12.45,0,0,12.85,0,2,1,12,0,0,12,0
beginner,23,55,46,Like,0,14.28,3,56.62,12.72,0.03,0.14,13.68,0,0,13.81,0,1,1,0,0,0,0,0
beginner,59,86,60,Follow,0,31.66,6,111.68,43.81,-0.11,0.54,2.66,0,0,3.2,0,2,2,12,6,5,23,0
new,3,7,50,Follow,0,103.97,6,117.73,96.91,0.06,0.3,1.45,0,0,1.75,0,2,3,12,12,0,24,0
experienced,96,100,66,Like,0,21.78,8,93.77,19.81,0.02,0.1,6.25,0,0,6.35,0,2,1,12,0,0,12,0
beginner,15,12,60,Comment,0,149.89,7,69.12,181.18,-0.45,2.23,11.18,0,0,13.41,0,2,3,12,12,0,24,0
new,6,1,32,Like,0,100.41,2,77.44,77.52,0.29,1.46,9.51,0,0,10.97,0,1,2,0,6,0,6,0
power,1393,4981,93,Follow,0,10.67,18,26.19,7.67,0.11,0.55,19.76,0,0,20.31,0,1,3,0,12,0,12,0
experienced,130,211,65,Like,0,29.57,1,55.38,24.59,0.09,0.44,13.92,0,0,14.37,0,2,2,12,6,0,18,0
beginner,60,31,43,Follow,0,35.77,1,23.68,34.47,0.05,0.26,20.26,0,0,20.53,0,1,1,0,0,0,0,0
new,5,3,27,Like,0,14.78,6,21.19,17.45,-0.12,0.6,20.76,0,0,21.36,0,2,1,12,0,0,12,0
experienced,299,271,69,Follow,0,52.52,7,118.92,60.63,-0.07,0.34,1.22,0,0,1.55,0,2,2,12,6,0,18,0
new,13,4,50,Comment,0,303.24,2,27.16,371.63,-2.43,12.15,19.57,0,0,31.71,0,1,3,0,12,0,12,0
experienced,326,599,82,Like,0,31.91,15,25.13,29.78,0.08,0.41,19.97,0,0,20.38,0,1,1,0,0,0,0,0
power,1309,6410,94,Like,0,14.29,17,16.1,18.52,-0.25,1.24,21.78,0,0,23.02,0,1,1,0,0,5,5,0
power,455,9937,91,Comment,0,37.02,5,9.59,36.37,0.06,0.31,23.08,0,0,23.39,0,2,1,12,0,5,17,0
new,9,7,40,Like,0,37.32,2,45.15,38.55,-0.03,0.13,15.97,0,0,16.1,0,2,3,12,12,0,24,0
experienced,204,280,80,Follow,0,25.37,5,113.95,25.82,-0.0,0.02,2.21,0,0,2.23,0,2,2,12,6,0,18,0
experienced,118,641,78,Follow,1,26.1,8,80.33,35.09,-0.11,0.55,8.93,0,0,9.49,0,2,3,12,12,0,24,0
new,13,0,47,Comment,0,58.49,8,89.59,74.11,-0.17,0.86,7.08,0,0,7.94,0,1,2,0,6,0,6,0
experienced,216,184,75,Follow,0,22.65,0,41.28,30.61,-0.19,0.94,16.74,0,0,17.69,0,2,3,12,12,5,29,0
new,15,8,40,Comment,0,284.16,4,16.88,313.54,-1.64,8.21,21.62,0,0,29.84,0,1,2,0,6,0,6,0
beginner,58,80,58,Comment,0,120.89,1,51.24,168.17,-0.91,4.53,14.75,0,0,19.28,0,2,3,12,12,0,24,0
new,13,2,29,Comment,0,218.35,5,80.66,153.43,0.8,3.98,8.87,0,0,12.84,0,2,2,12,6,0,18,0
fraud,275,583,59,Like,1,4.49,28,118.24,5.8,-0.01,0.05,1.35,0,0,1.41,0,6,12,60,66,0,126,1
experienced,352,180,77,Follow,0,45.91,6,36.52,45.38,0.01,0.07,17.7,0,0,17.77,0,2,1,12,0,0,12,0
fraud,357,353,18,Follow,0,3.57,33,64.74,2.95,0.01,0.05,12.05,0,0,12.1,0,2,1,12,0,10,22,1
new,4,8,47,Like,0,60.75,7,46.27,57.71,0.06,0.32,15.75,0,0,16.07,0,2,3,12,12,5,29,0
new,9,2,42,Like,0,21.75,5,35.21,28.83,-0.2,0.98,17.96,0,0,18.94,0,2,3,12,12,0,24,0
new,12,10,49,Like,0,65.6,6,87.47,89.52,-0.27,1.35,7.51,0,0,8.86,0,1,1,0,0,0,0,0
beginner,22,22,58,Comment,0,137.79,2,42.78,176.99,-0.9,4.48,16.44,0,0,20.92,0,2,2,12,6,0,18,0
experienced,272,416,69,Comment,0,57.35,2,57.67,78.54,-0.36,1.81,13.47,0,0,15.27,0,3,8,24,42,0,66,0
beginner,19,33,41,Like,0,27.15,6,58.5,22.39,0.08,0.4,13.3,0,0,13.7,0,2,1,12,0,0,12,0
experienced,229,367,78,Comment,0,77.31,4,106.56,56.13,0.2,0.98,3.69,0,0,4.67,0,2,3,12,12,0,24,0
beginner,46,81,64,Comment,0,65.24,8,115.45,66.31,-0.01,0.05,1.91,0,0,1.96,0,2,3,12,12,0,24,0
new,13,0,45,Follow,0,110.6,3,74.02,139.32,-0.38,1.91,10.2,0,0,12.11,0,1,1,0,0,0,0,0
experienced,271,358,83,Comment,0,61.62,3,53.19,55.26,0.12,0.59,14.36,0,0,14.95,0,1,2,0,6,5,11,0
beginner,21,32,69,Like,0,43.48,19,62.33,31.8,0.18,0.92,12.53,0,0,13.46,0,1,3,0,12,0,12,0
new,15,6,25,Follow,0,69.51,1,34.14,57.08,0.35,1.77,18.17,0,0,19.94,0,1,2,0,6,0,6,0
fraud,420,937,54,Like,0,1.81,22,123.14,1.92,-0.0,0.0,0.37,0,0,0.38,0,9,11,96,60,50,206,1
beginner,47,40,69,Follow,0,98.89,3,83.25,112.05,-0.16,0.78,8.35,0,0,9.13,0,2,1,12,0,0,12,0
fraud,57,401,11,Comment,1,52.93,5,87.23,54.35,-0.02,0.08,7.55,0,0,7.64,0,1,12,0,66,20,86,1
beginner,60,83,63,Comment,0,78.02,5,115.45,59.98,0.15,0.77,1.91,0,0,2.68,0,1,3,0,12,0,12,0
power,1261,8755,99,Like,0,7.74,10,31.34,9.38,-0.05,0.25,18.73,0,0,18.99,0,2,2,12,6,0,18,0
experienced,180,171,83,Comment,0,85.07,7,44.87,88.44,-0.07,0.37,16.03,0,0,16.39,0,1,3,0,12,5,17,0
new,12,6,39,Follow,0,35.66,3,89.09,32.03,0.04,0.2,7.18,0,0,7.38,0,1,1,0,0,0,0,0
experienced,156,452,79,Comment,0,45.75,7,118.91,39.19,0.05,0.27,1.22,0,0,1.49,0,1,2,0,6,0,6,0
experienced,222,743,74,Follow,0,18.76,7,74.31,17.93,0.01,0.05,10.14,0,0,10.19,0,1,3,0,12,0,12,0
experienced,236,496,74,Follow,0,57.04,5,62.84,43.18,0.22,1.09,12.43,0,0,13.52,0,1,2,0,6,0,6,0
experienced,165,164,88,Like,0,17.25,1,117.59,18.11,-0.01,0.04,1.48,0,0,1.52,0,2,1,12,0,0,12,0
power,1177,14995,84,Like,0,12.37,3,28.36,15.05,-0.09,0.46,19.33,0,0,19.78,0,3,4,24,18,0,42,0
beginner,16,37,62,Comment,0,148.85,2,68.85,165.83,-0.24,1.22,11.23,0,0,12.45,0,2,3,12,12,5,29,0
new,11,8,21,Like,0,60.2,0,78.4,65.3,-0.06,0.32,9.32,0,0,9.64,0,1,3,0,12,5,17,0
beginner,31,65,50,Like,0,37.72,12,110.12,52.59,-0.13,0.67,2.98,0,0,3.64,0,2,2,12,6,0,18,0
power,1147,4547,83,Like,0,17.52,5,16.81,14.63,0.16,0.81,21.64,0,0,22.45,0,1,1,0,0,5,5,0
experienced,102,388,68,Follow,0,13.71,2,81.42,10.92,0.03,0.17,8.72,0,0,8.89,0,4,7,36,36,5,77,0
new,11,9,50,Comment,0,240.73,13,119.12,245.04,-0.04,0.18,1.18,0,0,1.36,0,2,3,12,12,0,24,0
new,5,4,45,Like,0,83.53,5,27.84,68.69,0.51,2.57,19.43,0,0,22.0,0,1,3,0,12,0,12,0
experienced,78,203,77,Comment,0,49.7,11,50.92,40.19,0.18,0.91,14.82,0,0,15.73,0,2,2,12,6,0,18,0
fraud,154,678,5,Comment,0,66.42,0,104.8,69.5,-0.03,0.15,4.04,0,0,4.19,0,5,12,48,66,35,149,1
experienced,105,524,76,Follow,1,21.35,6,18.6,28.31,-0.36,1.78,21.28,0,0,23.06,0,3,5,24,24,0,48,0
beginner,23,46,56,Comment,0,146.73,8,38.59,119.76,0.68,3.41,17.28,0,0,20.69,0,2,2,12,6,5,23,0
beginner,47,47,61,Follow,0,76.14,2,49.49,58.79,0.34,1.72,15.1,0,0,16.82,0,2,8,12,42,0,54,0
experienced,365,958,79,Like,1,19.49,2,16.34,19.29,0.01,0.06,21.73,0,0,21.79,0,1,1,0,0,5,5,0
beginner,49,64,45,Follow,0,18.28,4,34.31,13.64,0.13,0.66,18.14,0,0,18.79,0,2,2,12,6,0,18,0
beginner,53,19,43,Like,0,24.97,3,41.25,27.64,-0.06,0.32,16.75,0,0,17.07,0,1,1,0,0,0,0,0
fraud,469,992,31,Like,1,3.5,31,101.45,4.33,-0.01,0.04,4.71,0,0,4.75,0,6,15,60,84,0,144,1
new,9,5,26,Comment,0,94.35,5,110.39,122.27,-0.25,1.25,2.92,0,0,4.17,0,2,1,12,0,0,12,0
experienced,173,134,77,Like,0,25.23,2,90.32,32.72,-0.08,0.41,6.94,0,0,7.35,0,2,3,12,12,0,24,0
experienced,340,772,65,Like,0,11.32,14,89.16,10.55,0.01,0.04,7.17,0,0,7.21,0,1,1,0,0,0,0,0
experienced,92,137,68,Follow,0,20.63,1,102.31,21.87,-0.01,0.06,4.54,0,0,4.6,0,2,3,12,12,5,29,0
new,6,10,43,Follow,0,87.0,2,119.72,95.54,-0.07,0.35,1.06,0,0,1.41,0,2,3,12,12,5,29,0
experienced,283,765,71,Comment,0,52.94,3,48.56,60.11,-0.14,0.72,15.29,0,0,16.01,0,1,1,0,0,0,0,0
experienced,149,747,89,Comment,0,105.21,2,17.92,104.36,0.04,0.22,21.42,0,0,21.64,0,1,3,0,12,5,17,0
beginner,60,38,44,Follow,0,25.55,3,17.64,19.96,0.3,1.5,21.47,0,0,22.97,0,4,3,36,12,0,48,0
experienced,298,899,86,Like,0,39.71,6,107.58,42.73,-0.03,0.14,3.48,0,0,3.62,0,1,2,0,6,5,11,0
experienced,211,604,86,Follow,0,19.04,7,95.38,19.32,-0.0,0.01,5.92,0,0,5.94,0,2,1,12,0,0,12,0
new,5,5,46,Follow,0,37.48,4,36.96,32.16,0.14,0.7,17.61,0,0,18.31,0,1,2,0,6,5,11,0
beginner,47,71,40,Comment,0,202.88,3,46.22,222.28,-0.41,2.05,15.76,0,0,17.81,0,2,3,12,12,0,24,0
power,1205,13964,100,Comment,0,66.19,0,11.54,90.89,-1.97,9.85,22.69,0,0,32.54,0,2,3,12,12,0,24,0
experienced,363,811,83,Like,0,21.46,7,74.55,25.58,-0.05,0.27,10.09,0,0,10.36,0,2,1,12,0,0,12,0
beginner,47,72,66,Like,0,28.25,3,68.68,29.31,-0.02,0.08,11.26,0,0,11.34,0,1,1,0,0,5,5,0
new,11,7,41,Comment,0,285.77,5,62.61,206.17,1.25,6.26,12.48,0,0,18.74,0,1,3,0,12,5,17,0
new,14,0,50,Comment,0,364.04,5,97.34,431.81,-0.69,3.45,5.53,0,0,8.98,0,2,1,12,0,0,12,0
power,1297,4405,83,Comment,0,36.7,3,19.56,38.53,-0.09,0.44,21.09,0,0,21.53,0,2,1,12,0,0,12,0
experienced,63,333,74,Follow,0,12.31,1,104.05,11.96,0.0,0.02,4.19,0,0,4.21,0,1,3,0,12,0,12,0
experienced,204,419,90,Like,0,34.05,0,106.66,36.58,-0.02,0.12,3.67,0,0,3.78,0,2,2,12,6,0,18,0
experienced,299,360,86,Comment,0,69.24,5,63.49,64.54,0.07,0.36,12.3,0,0,12.67,0,2,2,12,6,0,18,0
new,10,0,24,Comment,0,312.04,1,84.65,380.62,-0.8,4.0,8.07,0,0,12.07,0,2,2,12,6,0,18,0
experienced,233,549,68,Follow,0,29.52,8,60.1,29.74,-0.0,0.02,12.98,0,0,13.0,0,1,2,0,6,0,6,0
experienced,199,804,72,Comment,0,101.11,2,15.79,116.56,-0.92,4.6,21.84,0,0,26.44,0,2,2,12,6,0,18,0
new,4,10,25,Follow,0,32.63,6,82.79,37.82,-0.06,0.31,8.44,0,0,8.75,0,2,1,12,0,5,17,0
new,3,1,23,Like,0,19.82,8,37.1,14.6,0.14,0.69,17.58,0,0,18.27,0,2,3,12,12,0,24,0
beginner,45,56,40,Follow,0,25.34,6,79.1,23.86,0.02,0.09,9.18,0,0,9.27,0,2,3,12,12,0,24,0
experienced,158,492,73,Comment,0,38.15,6,102.09,29.37,0.09,0.43,4.58,0,0,5.01,0,2,1,12,0,0,12,0
beginner,28,15,66,Like,0,9.74,11,37.84,12.98,-0.08,0.42,17.43,0,0,17.85,0,3,7,24,36,0,60,0
beginner,31,31,61,Like,0,44.04,8,23.66,42.3,0.07,0.35,20.27,0,0,20.62,0,2,2,12,6,0,18,0
